"","pmid","cit","year"
"24960512","24960512",0,2014
"24956241","24956241",0,2014
"24956101","24956101",0,2014
"24954503","24954503",0,2014
"24951151","24951151",0,2014
"24951124","24951124",1,2014
"24950197","24950197",0,2014
"24948624","24948624",0,2014
"24947256","24947256",0,2014
"24947019","24947019",1,2014
"24944740","24944740",3,2014
"24944188","24944188",1,2014
"24943833","24943833",0,2014
"24943832","24943832",8,2014
"24942948","24942948",0,2014
"24942942","24942942",0,2014
"24941982","24941982",2,2014
"24940695","24940695",0,2014
"24939411","24939411",0,2014
"24937122","24937122",0,2014
"24935194","24935194",1,2014
"24935013","24935013",0,2014
"24934847","24934847",0,2014
"24932257","24932257",0,2014
"24929753","24929753",0,2014
"24929433","24929433",0,2014
"24928522","24928522",0,2014
"24926065","24926065",0,2014
"24925224","24925224",0,2014
"24925211","24925211",2,2014
"24925210","24925210",0,2014
"24924909","24924909",1,2014
"24923861","24923861",0,2014
"24923451","24923451",1,2014
"24922190","24922190",0,2014
"24920063","24920063",6,2014
"24918646","24918646",2,2014
"24918384","24918384",0,2014
"24918383","24918383",0,2014
"24917358","24917358",0,2014
"24916701","24916701",3,2014
"24916506","24916506",0,2014
"24915757","24915757",1,2014
"24914134","24914134",6,2014
"24913509","24913509",0,2014
"24912821","24912821",0,2014
"24909454","24909454",1,2014
"24908944","24908944",0,2014
"24904099","24904099",0,2014
"24903677","24903677",0,2014
"24903480","24903480",1,2014
"24901734","24901734",0,2014
"24901342","24901342",4,2014
"24899624","24899624",3,2014
"24896547","24896547",0,2014
"24896545","24896545",1,2014
"24891323","24891323",0,2014
"24891321","24891321",5,2014
"24890909","24890909",0,2014
"24890586","24890586",0,2014
"24889511","24889511",1,2014
"24888697","24888697",0,2014
"24887783","24887783",0,2014
"24885918","24885918",0,2014
"24883311","24883311",1,2014
"24883303","24883303",0,2014
"24882258","24882258",0,2014
"24882257","24882257",0,2014
"24882004","24882004",11,2014
"24881631","24881631",30,2014
"24881042","24881042",2,2014
"24880021","24880021",0,2014
"24879095","24879095",1,2014
"24878793","24878793",0,2014
"24876818","24876818",0,2014
"24871368","24871368",1,2014
"24870382","24870382",0,2014
"24869598","24869598",28,2014
"24869597","24869597",12,2014
"24869579","24869579",0,2014
"24868472","24868472",1,2014
"24868264","24868264",0,2014
"24868078","24868078",2,2014
"24868031","24868031",4,2014
"24859880","24859880",1,2014
"24859876","24859876",4,2014
"24857927","24857927",0,2014
"24857119","24857119",1,2014
"24857108","24857108",0,2014
"24856933","24856933",1,2014
"24855209","24855209",0,2014
"24855190","24855190",0,2014
"24855189","24855189",1,2014
"24855188","24855188",0,2014
"24853856","24853856",0,2014
"24853680","24853680",0,2014
"24853221","24853221",0,2014
"24850760","24850760",6,2014
"24850307","24850307",0,2014
"24847047","24847047",0,2014
"24846391","24846391",0,2014
"24845539","24845539",0,2014
"24844780","24844780",0,2014
"24842472","24842472",1,2014
"24841671","24841671",0,2014
"24840555","24840555",3,2014
"24839775","24839775",0,2014
"24836891","24836891",1,2014
"24831943","24831943",1,2014
"24829205","24829205",6,2014
"24829201","24829201",2,2014
"24828872","24828872",0,2014
"24828787","24828787",2,2014
"24827578","24827578",1,2014
"24825182","24825182",2,2014
"24824310","24824310",1,2014
"24822069","24822069",0,2014
"24817955","24817955",0,2014
"24816335","24816335",0,2014
"24812669","24812669",5,2014
"24811161","24811161",1,2014
"24810947","24810947",1,2014
"24809089","24809089",2,2014
"24802738","24802738",0,2014
"24801734","24801734",1,2014
"24800836","24800836",0,2014
"24800032","24800032",0,2014
"24798719","24798719",0,2014
"24798704","24798704",2,2014
"24797583","24797583",1,2014
"24797299","24797299",1,2014
"24796145","24796145",0,2014
"24793644","24793644",0,2014
"24793082","24793082",0,2014
"24790994","24790994",0,2014
"24789756","24789756",0,2014
"24787488","24787488",0,2014
"24787006","24787006",5,2014
"24786452","24786452",0,2014
"24785506","24785506",0,2014
"24785209","24785209",0,2014
"24784336","24784336",0,2014
"24783269","24783269",0,2014
"24782504","24782504",2,2014
"24781345","24781345",1,2014
"24781018","24781018",4,2014
"24779000","24779000",0,2014
"24778403","24778403",2,2014
"24778183","24778183",0,2014
"24778153","24778153",0,2014
"24778152","24778152",1,2014
"24778052","24778052",0,2014
"24778036","24778036",0,2014
"24777189","24777189",0,2014
"24768714","24768714",4,2014
"24767771","24767771",0,2014
"24766469","24766469",0,2014
"24766466","24766466",0,2014
"24764556","24764556",0,2014
"24763044","24763044",0,2014
"24763004","24763004",0,2014
"24762517","24762517",0,2014
"24760322","24760322",0,2014
"24760134","24760134",0,2014
"24759038","24759038",0,2014
"24759033","24759033",0,2014
"24759024","24759024",0,2014
"24759007","24759007",0,2014
"24757362","24757362",1,2014
"24756799","24756799",1,2014
"24754901","24754901",0,2014
"24754692","24754692",0,2014
"24754486","24754486",0,2014
"24749490","24749490",1,2014
"24747434","24747434",0,2014
"24746207","24746207",1,2014
"24745938","24745938",0,2014
"24743557","24743557",1,2014
"24742922","24742922",2,2014
"24741782","24741782",0,2014
"24739869","24739869",0,2014
"24739853","24739853",1,2014
"24739694","24739694",0,2014
"24739387","24739387",2,2014
"24738974","24738974",0,2014
"24737648","24737648",3,2014
"24736247","24736247",0,2014
"24736146","24736146",0,2014
"24735962","24735962",1,2014
"24735016","24735016",1,2014
"24733536","24733536",0,2014
"24733356","24733356",1,2014
"24732594","24732594",1,2014
"24729719","24729719",0,2014
"24729385","24729385",0,2014
"24729110","24729110",0,2014
"24728254","24728254",0,2014
"24726417","24726417",0,2014
"24725733","24725733",0,2014
"24725250","24725250",1,2014
"24724418","24724418",0,2014
"24723493","24723493",3,2014
"24723219","24723219",1,2014
"24723150","24723150",0,2014
"24721775","24721775",0,2014
"24720569","24720569",1,2014
"24719462","24719462",2,2014
"24713740","24713740",0,2014
"24712899","24712899",0,2014
"24711230","24711230",0,2014
"24711224","24711224",1,2014
"24710377","24710377",3,2014
"24707943","24707943",0,2014
"24707414","24707414",0,2014
"24706674","24706674",0,2014
"24706642","24706642",0,2014
"24706380","24706380",0,2014
"24706230","24706230",0,2014
"24705492","24705492",3,2014
"24704113","24704113",0,2014
"24700713","24700713",0,2014
"24700492","24700492",2,2014
"24700478","24700478",0,2014
"24699307","24699307",3,2014
"24698102","24698102",0,2014
"24693539","24693539",0,2014
"24688048","24688048",0,2014
"24686393","24686393",0,2014
"24684541","24684541",0,2014
"24684231","24684231",0,2014
"24684031","24684031",0,2014
"24679833","24679833",0,2014
"24679343","24679343",1,2014
"24673739","24673739",2,2014
"24673649","24673649",0,2014
"24672212","24672212",1,2014
"24669679","24669679",0,2014
"24668491","24668491",0,2014
"24668151","24668151",3,2014
"24668076","24668076",0,2014
"24667955","24667955",5,2014
"24665583","24665583",0,2014
"24665028","24665028",0,2014
"24660849","24660849",0,2014
"24659821","24659821",3,2014
"24659719","24659719",4,2014
"24659631","24659631",5,2014
"24658818","24658818",0,2014
"24658273","24658273",2,2014
"24656596","24656596",0,2014
"24652989","24652989",9,2014
"24652675","24652675",0,2014
"24651009","24651009",1,2014
"24650206","24650206",0,2014
"24649942","24649942",0,2014
"24648042","24648042",1,2014
"24646092","24646092",0,2014
"24646004","24646004",0,2014
"24645950","24645950",1,2014
"24645778","24645778",0,2014
"24642682","24642682",1,2014
"24642270","24642270",2,2014
"24639369","24639369",3,2014
"24638841","24638841",1,2014
"24638012","24638012",5,2014
"24637363","24637363",3,2014
"24637360","24637360",1,2014
"24636703","24636703",0,2014
"24635888","24635888",0,2014
"24634471","24634471",1,2014
"24630921","24630921",0,2014
"24629892","24629892",0,2014
"24629731","24629731",0,2014
"24628491","24628491",0,2014
"24627911","24627911",0,2014
"24624038","24624038",0,2014
"24624033","24624033",1,2014
"24624026","24624026",0,2014
"24623982","24623982",0,2014
"24621590","24621590",0,2014
"24620946","24620946",1,2014
"24620870","24620870",4,2014
"24620030","24620030",2,2014
"24619633","24619633",0,2014
"24619588","24619588",1,2014
"24618734","24618734",1,2014
"24618035","24618035",0,2014
"24617332","24617332",0,2014
"24617310","24617310",0,2014
"24615780","24615780",1,2014
"24615777","24615777",26,2014
"24615009","24615009",1,2014
"24614546","24614546",1,2014
"24614505","24614505",1,2014
"24613776","24613776",0,2014
"24613276","24613276",0,2014
"24611934","24611934",0,2014
"24611532","24611532",0,2014
"24611071","24611071",1,2014
"24610800","24610800",0,2014
"24610291","24610291",0,2014
"24608975","24608975",13,2014
"24607567","24607567",0,2014
"24606526","24606526",1,2014
"24604792","24604792",0,2014
"24604339","24604339",1,2014
"24602742","24602742",0,2014
"24602731","24602731",0,2014
"24599128","24599128",7,2014
"24598796","24598796",0,2014
"24598690","24598690",0,2014
"24598688","24598688",0,2014
"24598189","24598189",0,2014
"24597984","24597984",1,2014
"24597981","24597981",0,2014
"24596607","24596607",0,2014
"24596000","24596000",1,2014
"24594909","24594909",0,2014
"24592961","24592961",0,2014
"24588735","24588735",1,2014
"24584911","24584911",0,2014
"24584352","24584352",3,2014
"24584349","24584349",4,2014
"24583244","24583244",0,2014
"24583225","24583225",5,2014
"24579978","24579978",4,2014
"24579323","24579323",0,2014
"24578503","24578503",8,2014
"24578497","24578497",0,2014
"24578490","24578490",0,2014
"24578014","24578014",0,2014
"24575511","24575511",0,2014
"24571593","24571593",0,2014
"24566906","24566906",1,2014
"24566014","24566014",0,2014
"24565568","24565568",0,2014
"24565369","24565369",0,2014
"24564290","24564290",0,2014
"24563617","24563617",2,2014
"24562301","24562301",0,2014
"24561794","24561794",0,2014
"24561793","24561793",2,2014
"24561433","24561433",0,2014
"24559316","24559316",1,2014
"24559127","24559127",0,2014
"24558189","24558189",0,2014
"24558024","24558024",0,2014
"24557494","24557494",2,2014
"24557341","24557341",2,2014
"24556900","24556900",0,2014
"24555705","24555705",0,2014
"24555683","24555683",0,2014
"24553629","24553629",0,2014
"24553175","24553175",1,2014
"24553174","24553174",8,2014
"24551464","24551464",0,2014
"24551294","24551294",1,2014
"24550227","24550227",4,2014
"24549135","24549135",0,2014
"24548608","24548608",2,2014
"24547751","24547751",0,2014
"24547709","24547709",0,2014
"24547708","24547708",0,2014
"24533861","24533861",0,2014
"24532335","24532335",0,2014
"24532043","24532043",1,2014
"24530695","24530695",0,2014
"24528217","24528217",0,2014
"24528084","24528084",2,2014
"24527690","24527690",0,2014
"24527504","24527504",0,2014
"24526776","24526776",1,2014
"24526775","24526775",3,2014
"24525395","24525395",2,2014
"24524339","24524339",0,2014
"24523603","24523603",0,2014
"24523246","24523246",1,2014
"24519895","24519895",1,2014
"24518979","24518979",0,2014
"24516844","24516844",0,2014
"24516035","24516035",2,2014
"24516034","24516034",1,2014
"24516016","24516016",5,2014
"24515875","24515875",0,2014
"24512550","24512550",1,2014
"24512004","24512004",0,2014
"24511013","24511013",1,2014
"24509736","24509736",0,2014
"24504438","24504438",0,2014
"24502832","24502832",0,2014
"24502189","24502189",1,2014
"24501317","24501317",6,2014
"24501284","24501284",2,2014
"24501221","24501221",14,2014
"24501217","24501217",1,2014
"24499526","24499526",0,2014
"24497611","24497611",1,2014
"24495868","24495868",6,2014
"24489640","24489640",0,2014
"24488564","24488564",2,2014
"24485462","24485462",7,2014
"24485439","24485439",0,2014
"24485018","24485018",0,2014
"24484323","24484323",16,2014
"24482747","24482747",12,2014
"24482498","24482498",0,2014
"24481312","24481312",60,2014
"24475671","24475671",0,2014
"24473900","24473900",2,2014
"24473786","24473786",0,2014
"24472805","24472805",0,2014
"24471777","24471777",0,2014
"24470862","24470862",0,2014
"24470252","24470252",0,2014
"24470136","24470136",2,2014
"24468536","24468536",0,2014
"24467634","24467634",0,2014
"24464309","24464309",1,2014
"24464016","24464016",10,2014
"24463751","24463751",0,2014
"24460879","24460879",0,2014
"24458221","24458221",0,2014
"24458178","24458178",0,2014
"24457828","24457828",0,2014
"24457077","24457077",1,2014
"24454381","24454381",3,2014
"24452524","24452524",0,2014
"24451411","24451411",6,2014
"24450857","24450857",57,2014
"24450842","24450842",0,2014
"24449520","24449520",1,2014
"24445867","24445867",4,2014
"24445187","24445187",5,2014
"24443277","24443277",0,2014
"24442832","24442832",0,2014
"24442244","24442244",0,2014
"24441290","24441290",0,2014
"24441247","24441247",1,2014
"24439051","24439051",0,2014
"24438073","24438073",2,2014
"24434863","24434863",1,2014
"24433470","24433470",0,2014
"24433362","24433362",1,2014
"24432511","24432511",0,2014
"24432304","24432304",1,2014
"24431228","24431228",2,2014
"24429548","24429548",2,2014
"24429315","24429315",0,2014
"24427365","24427365",0,2014
"24427364","24427364",1,2014
"24426325","24426325",0,2014
"24425687","24425687",0,2014
"24424752","24424752",0,2014
"24421328","24421328",3,2014
"24420136","24420136",0,2014
"24419517","24419517",1,2014
"24418989","24418989",5,2014
"24418862","24418862",0,2014
"24418751","24418751",0,2014
"24416450","24416450",1,2014
"24415659","24415659",1,2014
"24415640","24415640",2,2014
"24415628","24415628",0,2014
"24415539","24415539",18,2014
"24413323","24413323",2,2014
"24413321","24413321",4,2014
"24412156","24412156",0,2014
"24405602","24405602",0,2014
"24404423","24404423",11,2014
"24403383","24403383",2,2014
"24402958","24402958",0,2014
"24402944","24402944",0,2014
"24402728","24402728",1,2014
"24402163","24402163",2,2014
"24401281","24401281",3,2014
"24401022","24401022",40,2014
"24400650","24400650",0,2014
"24399134","24399134",0,2014
"24397617","24397617",1,2014
"24395794","24395794",1,2014
"24394667","24394667",5,2014
"24392455","24392455",0,2014
"24390602","24390602",1,2014
"24389178","24389178",1,2014
"24385834","24385834",0,2014
"24385769","24385769",0,2014
"24381226","24381226",5,2014
"24381068","24381068",0,2014
"24379361","24379361",4,2014
"24379261","24379261",0,2014
"24378150","24378150",0,2014
"24378072","24378072",1,2014
"24376763","24376763",6,2014
"24374940","24374940",0,2014
"24373626","24373626",1,2014
"26056592","26056592",0,2014
"26030621","26030621",0,2014
"26030416","26030416",0,2014
"25954594","25954594",0,2014
"25908934","25908934",0,2014
"25856008","25856008",0,2014
"25856007","25856007",0,2014
"25856006","25856006",0,2014
"25856005","25856005",0,2014
"25826984","25826984",0,2014
"25804038","25804038",0,2014
"25725699","25725699",0,2014
