"","Comment.gene_symbols.","Comment.descriptions.","Drug_A.diff.logFC","a_p_val","Drug_C.diff.logFC","c_p_val","Drug_D.diff.logFC","d_p_val"
"176","CACNA1E","calcium channel, voltage-dependent, R type, alpha 1E subunit",0.0107275737803354,0.999975715833619,-0.155749853667351,0.126618178443135,-0.249050614668734,0.00679080430838308
"177","RGSL1","regulator of G-protein signaling like 1",-0.0145076569099172,0.999975715833619,-0.0755871766172134,0.326228801097634,-0.172451741027371,0.0151831991824991
"178","SMG7","smg-7 homolog, nonsense mediated mRNA decay factor (C. elegans)",0.135721221876749,0.955624062051657,0.197225934312428,0.202232015295055,0.681399366267839,0.000173388056193073
"179","TSEN15","tRNA splicing endonuclease 15 homolog (S. cerevisiae)",-0.311176238228156,0.907631296873123,0.194787520278846,0.510726898424143,0.147510185885758,0.539867643896504
"180","C1orf21","chromosome 1 open reading frame 21",0.0524852987816962,0.999975715833619,-0.0478459014020762,0.692308362526989,-0.274269786212253,0.0135480456518647
"181","C1orf27","chromosome 1 open reading frame 27",-0.159162059414869,0.993195501778461,-0.201224474554588,0.383269387169752,0.357253184981008,0.0675816978036808
"182","RGS18","regulator of G-protein signaling 18",0.0898481142579464,0.977909193110411,0.166408592178896,0.178714040462453,0.0122637996819663,0.901056536398709
"183","TROVE2","TROVE domain family, member 2",-0.104645135902584,0.995168128383057,-0.0626327090971053,0.688361239768737,0.0553196796806725,0.663966599366507
"184","CAMSAP2","calmodulin regulated spectrin-associated protein family, member 2",0.00456193884718381,0.999975715833619,0.412967361236277,0.0891870464513653,1.30672802296064,1.17446569241874e-05
"185","C1orf106","chromosome 1 open reading frame 106",-0.0530135329540116,0.999975715833619,0.142005061623897,0.214493344888026,0.296007063691789,0.00718345680904472
"186","PKP1","plakophilin 1 (ectodermal dysplasia/skin fragility syndrome)",0.0238096689121106,0.999975715833619,-0.159502521396072,0.191923482322597,-0.237164376775704,0.0247312477032451
"187","NAV1","neuron navigator 1",-0.0362733908661799,0.999975715833619,-0.0876237183167135,0.458756028377769,0.163470927859399,0.0973536532009091
"188","TIMM17A","translocase of inner mitochondrial membrane 17 homolog A (yeast)",-0.290923202961628,0.889715837864485,-0.242876516322738,0.348904650147093,0.38740261937374,0.0742270977991904
"189","ADORA1","adenosine A1 receptor",0.0142873240578165,0.999975715833619,-0.0956389426359037,0.267645418154082,-0.0906826370037201,0.197025867424775
"190","OPTC","opticin",-0.0162928073204434,0.999975715833619,-0.160026122296309,0.25423096830959,-0.186907729979163,0.106885843245853
"191","ATP2B4","ATPase, Ca++ transporting, plasma membrane 4",0.103416529456011,0.96487126240502,0.236424417865178,0.0882923462418636,-0.0252936892745641,0.80095936712153
"192","ZBED6|ZC3H11A","zinc finger, BED-type containing 6|zinc finger CCCH-type containing 11A",-0.118507379151932,0.999975715833619,-0.236739800544986,0.221246521082446,0.106492240396573,0.492675491536275
"193","MDM4","Mdm4 p53 binding protein homolog (mouse)",-0.115069986890878,0.999975715833619,0.0253966403868899,0.910064436433405,-0.196917947657218,0.240918761321116
"194","NFASC","neurofascin",0.00019507767610083,0.999975715833619,-0.139579773881902,0.19053855977126,-0.213467612172359,0.0216866563454984
"195","TMCC2","transmembrane and coiled-coil domain family 2",0.00767602574700543,0.999975715833619,0.0245308839370049,0.766887024582465,0.215488060347711,0.00671037206433755
"196","DYRK3","dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3",-0.0146404598738119,0.999975715833619,-0.164180391968918,0.204725097124888,-0.0795771310164133,0.439671956741099
"197","IL20","interleukin 20",0.0680364836380889,0.999975715833619,-0.0458137095634972,0.728113395060991,-0.311629064256317,0.0111164826426753
"198","PFKFB2","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2",-0.274597347462762,0.422442017561709,-0.113898584343876,0.372732580303325,-0.247383820770683,0.0286682955456609
"199","C4BPA","complement component 4 binding protein, alpha",-0.0481791826155606,0.999975715833619,-0.0548641851362532,0.574186640016088,-0.177808782949637,0.0374459349199736
"200","SYT14","synaptotagmin XIV",-0.0540303335435399,0.977909193110411,-0.128502068642219,0.107207619227659,-0.134022800128636,0.0318303832488609
"201","TRAF5","TNF receptor-associated factor 5",0.380884514866501,0.417311793348275,0.666491001750642,0.00413493321168878,0.786250478802422,0.00020129251407687
"202","ATF3","activating transcription factor 3",0.174520227014066,0.837371623483154,0.0501557798810426,0.716741272825402,0.11753796078117,0.288687182116327
"203","FLVCR1","feline leukemia virus subgroup C cellular receptor 1",0.304334671335281,0.520372774803242,0.499169457562004,0.0134876522495859,0.898497040555932,2.58807463462065e-05
"204","KCTD3","potassium channel tetramerisation domain containing 3",0.0148518387754137,0.999975715833619,0.135716668897639,0.588432164933296,0.622122171432054,0.00973719454570843
"205","SPATA17","spermatogenesis associated 17",-0.00771378089370867,0.999975715833619,0.0911712783462488,0.280462107732786,-0.00608925644126534,0.930210333435636
"206","TGFB2","transforming growth factor, beta 2",-0.0507178910495267,0.999975715833619,-0.11145003893929,0.372722879420725,-0.800795763293767,8.7690656450714e-06
"207","LYPLAL1","lysophospholipase-like 1",-0.362979945388642,0.339491289082935,-0.0229063242674066,0.880086470231362,0.234254055842777,0.0534409985909726
"208","IARS2","isoleucyl-tRNA synthetase 2, mitochondrial",-0.0553975502199382,0.999975715833619,-0.0256372066575015,0.92079873795425,-0.176184253530366,0.362843632590824
"209","C1orf115","chromosome 1 open reading frame 115",-0.0110191990414465,0.999975715833619,-0.0635472794948999,0.632324171932545,-0.17023365491557,0.119007327721183
"210","MARC1","mitochondrial amidoxime reducing component 1",-0.0351127383218577,0.999975715833619,-0.035804420929991,0.798793448871112,-0.312445379754188,0.0134651538603301
"211","CNIH4","cornichon homolog 4 (Drosophila)",-0.182492787180583,0.703087347069015,-0.322482317315391,0.0217382020762517,0.180786295620658,0.0598124077533992
"212","ADCK3","aarF domain containing kinase 3",0.057990251019306,0.999975715833619,0.00954580295190421,0.929531748153764,-0.077658070163916,0.327568694401178
"213","GUK1","guanylate kinase 1",0.00879284046411843,0.999975715833619,-0.133733807954612,0.134747792985131,-0.387504658105954,0.000133221480140063
"214","TMEM78","transmembrane protein 78",0.0357555428966529,0.999975715833619,0.0278112248081759,0.91283092471278,-0.177171932220141,0.357747494232707
"215","CAPN9","calpain 9",-0.0137984710365711,0.999975715833619,-0.122759085749701,0.210468143807984,-0.146212729932252,0.0704246783226427
"216","ARV1","ARV1 homolog (S. cerevisiae)",-0.0947558294902047,0.999975715833619,0.293900387980104,0.112479625316174,0.104213737090468,0.443283182796594
"217","KCNK1","potassium channel, subfamily K, member 1",-0.190233824632275,0.74593931561989,-0.183417381222612,0.156554801738387,-0.0128050658305314,0.900008915044171
"218","C1orf31","chromosome 1 open reading frame 31",0.0323546076208077,0.999975715833619,0.178610952176048,0.270416771593439,0.475992192613292,0.00391681233465225
"219","GGPS1","geranylgeranyl diphosphate synthase 1",0.0414267564477617,0.999975715833619,0.383006723010317,0.0500236960332605,0.413669257223897,0.00881861868921269
"220","LGALS8","lectin, galactoside-binding, soluble, 8",-0.0802773639051297,0.999975715833619,-0.17727102862425,0.257501230428833,-0.127673673356977,0.314425761175808
"221","KMO","kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)",0.137291220297545,0.999975715833619,0.811425688322991,0.00298224342751345,0.492668950373085,0.0115381698419294
"222","WDR64","WD repeat domain 64",-0.0051488346575097,0.999975715833619,-0.0474999340842599,0.564904109874162,-0.0902943580664666,0.181782987755751
"223","EXO1","exonuclease 1",0.252402275280338,0.999975715833619,0.714537145930917,0.111469134555326,1.61031552798344,0.000480325919977692
"224","DESI2","desumoylating isopeptidase 2",0.098445146232284,0.951031053746291,0.168284740769935,0.14455648402593,0.444575464442574,0.000364335412770162
"225","OR2G3","olfactory receptor, family 2, subfamily G, member 3",0.149552861557362,0.9608278020628,0.00450874184515282,0.980361268215316,-0.116903880621732,0.393735416776556
"226","OR2T8","olfactory receptor, family 2, subfamily T, member 8",0.245183128821995,0.641696037087936,-0.103288769672901,0.478148656691696,-0.284270901336098,0.0277228090447367
"227","OR2AK2","olfactory receptor, family 2, subfamily AK, member 2",0.13154718607,0.951031053746291,0.0651576693186098,0.653735609386585,-0.0639840936020166,0.5888751715186
"228","OR2L2","olfactory receptor, family 2, subfamily L, member 2",0.150859479145256,0.999975715833619,0.0287355221442402,0.907997811077214,-0.0492553969849368,0.795546440863327
"229","OR2L3","olfactory receptor, family 2, subfamily L, member 3",0.215836821625186,0.899386751182371,0.17320219063119,0.371484049139749,-0.197069942763194,0.212999002138307
"230","OR2M3","olfactory receptor, family 2, subfamily M, member 3",-0.0401198586195466,0.999975715833619,0.193375786869844,0.365753792484445,0.0579447799951034,0.747130599527397
"231","OR2T6","olfactory receptor, family 2, subfamily T, member 6",0.010414856413349,0.999975715833619,-0.281321062208408,0.120540583426392,-0.215201544102777,0.113518018001837
"232","OR2T5","olfactory receptor, family 2, subfamily T, member 5",0.0694317341758832,0.999975715833619,-0.105733626137727,0.436697552736975,-0.0860890305327537,0.439377939056053
"233","PGBD2","piggyBac transposable element derived 2",0.00516139998246246,0.999975715833619,-0.105093212318841,0.315172201900372,0.206675169453529,0.0262990375343298
"234","NOC2L","nucleolar complex associated 2 homolog (S. cerevisiae)",0.118664721036605,0.898855137620467,0.0966751240817452,0.361938785653076,-0.000620676528257036,0.993581518879608
"235","C1orf159","chromosome 1 open reading frame 159",0.0856619334407025,0.96487126240502,-0.0477806211350646,0.6314033379605,-0.095627515031123,0.235955821173641
"236","CPSF3L","cleavage and polyadenylation specific factor 3-like",0.00903271881227052,0.999975715833619,0.0124399102276129,0.894270773485059,-0.230242393337946,0.00729535303088003
"237","MXRA8","matrix-remodelling associated 8",0.0290913174997884,0.999975715833619,-0.152913900482938,0.209178149136665,-0.279977349610645,0.0121873163314959
"238","CCNL2","cyclin L2",-0.38529213692911,0.815939215677239,-0.276550106119252,0.346671497352516,-0.657650743006085,0.0150575879031305
"239","ANKRD65","ankyrin repeat domain 65",-0.00515092216357882,0.999975715833619,-0.185302399509342,0.155138337819187,-0.297142736195808,0.0107776109855861
"240","TMEM240","transmembrane protein 240",-0.0752344935573497,0.999975715833619,-0.206020366314397,0.124867621518227,-0.441163059571537,0.00109557053258743
"241","NADK","NAD kinase",-0.0361974752218073,0.999975715833619,-0.0204512667956838,0.825530551227613,-0.276953759665631,0.00279566069325861
"242","PANK4","pantothenate kinase 4",-0.0597083925416166,0.977909193110411,0.0314030717916696,0.683741251164686,0.322159380674404,0.000312131163535886
"243","CEP104","centrosomal protein 104kDa",0.0953364503632388,0.907631296873123,0.379644620548436,0.00214400129437431,0.250709015077339,0.00553254618693815
"244","HES2","hairy and enhancer of split 2 (Drosophila)",-0.0171318430942771,0.999975715833619,-0.158020774180063,0.170106786247461,-0.280496272393212,0.00832231134620403
"245","PLEKHG5|TNFRSF25","pleckstrin homology domain containing, family G (with RhoGef domain) member 5|tumor necrosis factor receptor superfamily, member 25",0.0290088483689361,0.999975715833619,-0.0523156702196621,0.604446974516007,-0.160925726913833,0.0599378413860484
"246","DNAJC11","DnaJ (Hsp40) homolog, subfamily C, member 11",0.00433128443242303,0.999975715833619,0.346551942824217,0.00214400129437431,0.289255634876307,0.00124790289089274
"247","TNFRSF9","tumor necrosis factor receptor superfamily, member 9",0.297596573618274,0.902678020555724,-0.045064681080409,0.874370633656177,0.13775707668519,0.530293275699535
"248","ERRFI1","ERBB receptor feedback inhibitor 1",0.822583581688233,0.303559987140304,0.962277209742356,0.0119409697319674,1.41410818316983,0.000133221480140063
"249","ERRFI1-IT1","ERRFI1 intronic transcript 1 (non-protein coding)",-0.152612905602528,0.591432073064542,-0.109663198598621,0.209573654589473,-0.117041198929916,0.0991736333456375
"250","ENO1-IT1","ENO1 intronic transcript 1 (non-protein coding)",-0.00331054450821711,0.999975715833619,0.0762958402713201,0.730322560126531,0.377835818800276,0.0438951517517664
"251","CLSTN1","calsyntenin 1",0.132577169353839,0.866957806390663,0.169534394125995,0.160243852297128,-0.00220529079143184,0.981181564080691
"252","CASZ1","castor zinc finger 1",0.0601795991646874,0.999975715833619,-0.146697255515797,0.196074290000739,-0.253533661321099,0.0134737222169799
"253","MTOR","mechanistic target of rapamycin (serine/threonine kinase)",-0.124927859524732,0.907631296873123,0.298055472478779,0.0336623887000344,0.0891047092396251,0.338186098210997
"254","MAD2L2","MAD2 mitotic arrest deficient-like 2 (yeast)",0.0684545615860399,0.999975715833619,0.0585321130818262,0.622860686657132,-0.107009312908466,0.26656153024824
"255","DHRS3","dehydrogenase/reductase (SDR family) member 3",0.269148193097001,0.611732091823323,0.0831492012047335,0.591699113142032,-0.111010663611964,0.379957309584392
"256","LOC649330|HNRNPCL1|LOC440563","heterogeneous nuclear ribonucleoprotein C-like|heterogeneous nuclear ribonucleoprotein C-like 1|heterogeneous nuclear ribonucleoprotein C-like",-0.121994448964328,0.973129340436556,-0.228540180015554,0.152957883334335,0.0765495516733754,0.532379754880013
"257","PRAMEF4","PRAME family member 4",0.132486650265394,0.999975715833619,-0.276259540055574,0.297739948417047,0.643221257748995,0.0106621642570111
"258","PRAMEF10","PRAME family member 10",0.1347798924489,0.935047169220405,-0.0833110149139813,0.553259933453423,-0.129390324651154,0.254939984038456
"259","LRRC38","leucine rich repeat containing 38",0.193085570371539,0.924184800727793,0.0188478666047596,0.928332040807015,-0.0933757573902012,0.548641133375296
"260","CASP9","caspase 9, apoptosis-related cysteine peptidase",0.175331680186263,0.768043910186434,0.114855186541552,0.322719520397706,-0.0781060813024421,0.407664413402723
"261","HSPB7","heat shock 27kDa protein family, member 7 (cardiovascular)",0.0394609444455822,0.999975715833619,-0.142697655131276,0.227017196822271,-0.268849632174086,0.0133006685377669
"262","RSG1|C1orf134","REM2 and RAB-like small GTPase 1|chromosome 1 open reading frame 134",-0.115564283213872,0.935047169220405,-0.00271415087796356,0.983070027659666,0.182640376292932,0.070578370800769
"263","FBXO42","F-box protein 42",-0.118631560641503,0.904146241445991,-0.173704526209932,0.134993033457226,0.415982110755119,0.000625862024939846
"264","ATP13A2","ATPase type 13A2",0.0196499058075208,0.999975715833619,0.106064814042556,0.614133597965477,0.120528853699054,0.481469898795021
"265","RNF186","ring finger protein 186",0.0392110123942189,0.999975715833619,-0.182939857715068,0.15397284149274,-0.158893990144997,0.111453203032792
"266","PLA2G2C","phospholipase A2, group IIC",0.00682058507052474,0.999975715833619,-0.0580635746861722,0.653858224102701,-0.109806599223869,0.293734391092078
"267","CAMK2N1","calcium/calmodulin-dependent protein kinase II inhibitor 1",0.0531246790449762,0.999975715833619,-0.232245591526267,0.0898486371639184,-0.326566825784417,0.00601374157350688
"268","HP1BP3","heterochromatin protein 1, binding protein 3",0.0361151315018766,0.999975715833619,0.2122813424056,0.163114634028402,-0.00117320834193002,0.992103135956542
"269","RAP1GAP","RAP1 GTPase activating protein",-2.19180923988205e-06,0.999975715833619,-0.175105945445519,0.126618178443135,-0.321576960991673,0.00312737100577002
"270","LUZP1","leucine zipper protein 1",0.037849812525522,0.999975715833619,-0.0042851508330024,0.962270898564024,0.29845949517063,0.000780142016859228
